273,293,283.000000,0.931741,0.964664,1
293,335,314.000000,0.874627,0.933121,1
335,305,320.000000,1.098361,1.046875,1
305,285,295.000000,1.070175,1.033898,1
285,284,284.500000,1.003521,1.001757,1
284,288,286.000000,0.986111,0.993007,1
288,276,282.000000,1.043478,1.021277,1
276,294,285.000000,0.938776,0.968421,1
294,301,297.500000,0.976744,0.988235,1
301,308,304.500000,0.977273,0.988506,1
308,292,300.000000,1.054795,1.026667,1
292,292,292.000000,1.000000,1.000000,1
292,289,290.500000,1.010381,1.005164,1
289,267,278.000000,1.082397,1.039568,1
267,278,272.500000,0.960432,0.979817,1
278,286,282.000000,0.972028,0.985816,1
286,336,311.000000,0.851190,0.919614,1
336,341,338.500000,0.985337,0.992614,1
341,302,321.500000,1.129139,1.060653,1
302,214,258.000000,1.411215,1.170543,1
214,336,275.000000,0.636905,0.778182,-1
336,188,262.000000,1.787234,1.282443,1
188,374,281.000000,0.502674,0.669039,-1
374,218,296.000000,1.715596,1.263514,1
218,410,314.000000,0.531707,0.694268,-1
410,201,305.500000,2.039801,1.342062,1
201,368,284.500000,0.546196,0.706503,-1
368,188,278.000000,1.957447,1.323741,1
188,349,268.500000,0.538682,0.700186,-1
349,199,274.000000,1.753769,1.273723,1
199,374,286.500000,0.532086,0.694590,-1
374,206,290.000000,1.815534,1.289655,1
206,388,297.000000,0.530928,0.693603,-1
388,208,298.000000,1.865385,1.302013,1
208,350,279.000000,0.594286,0.745520,-1
350,188,269.000000,1.861702,1.301115,1
188,355,271.500000,0.529577,0.692449,-1
355,193,274.000000,1.839378,1.295620,1
193,384,288.500000,0.502604,0.668977,-1
384,216,300.000000,1.777778,1.280000,1
216,412,314.000000,0.524272,0.687898,-1
412,309,360.500000,1.333333,1.142857,1
309,299,304.000000,1.033445,1.016447,1
299,275,287.000000,1.087273,1.041812,1
275,287,281.000000,0.958188,0.978648,1
287,322,304.500000,0.891304,0.942529,1
322,341,331.500000,0.944282,0.971342,1
341,331,336.000000,1.030211,1.014881,1
331,329,330.000000,1.006079,1.003030,1
329,293,311.000000,1.122867,1.057878,1
293,275,284.000000,1.065455,1.031690,1
275,290,282.500000,0.948276,0.973451,1
290,348,319.000000,0.833333,0.909091,1
348,375,361.500000,0.928000,0.962656,1
375,345,360.000000,1.086957,1.041667,1
345,290,317.500000,1.189655,1.086614,1
290,281,285.500000,1.032028,1.015762,1
281,286,283.500000,0.982517,0.991182,1
286,316,301.000000,0.905063,0.950166,1
316,366,341.000000,0.863388,0.926686,1
366,328,347.000000,1.115854,1.054755,1
328,435,381.500000,0.754023,0.859764,-1
435,283,359.000000,1.537102,1.211699,1
283,286,284.500000,0.989510,0.994728,1
286,209,247.500000,1.368421,1.155556,1
209,254,231.500000,0.822835,0.902808,-1
254,592,423.000000,0.429054,0.600473,-1
592,373,482.500000,1.587131,1.226943,1
373,316,344.500000,1.180380,1.082729,1
316,271,293.500000,1.166052,1.076661,1
271,289,280.000000,0.937716,0.967857,1
289,309,299.000000,0.935275,0.966555,1
309,320,314.500000,0.965625,0.982512,1
320,233,276.500000,1.373391,1.157324,1
233,424,328.500000,0.549528,0.709285,-1
424,318,371.000000,1.333333,1.142857,1
318,290,304.000000,1.096552,1.046053,1
290,184,237.000000,1.576087,1.223629,1
184,396,290.000000,0.464646,0.634483,-1
396,206,301.000000,1.922330,1.315615,1
206,432,319.000000,0.476852,0.645768,-1
432,311,371.500000,1.389068,1.162853,1
311,313,312.000000,0.993610,0.996795,1
313,287,300.000000,1.090592,1.043333,1
287,282,284.500000,1.017730,1.008787,1
282,282,282.000000,1.000000,1.000000,1
282,302,292.000000,0.933775,0.965753,1
302,337,319.500000,0.896142,0.945227,1
337,332,334.500000,1.015060,1.007474,1
332,334,333.000000,0.994012,0.996997,1
334,279,306.500000,1.197133,1.089723,1
279,282,280.500000,0.989362,0.994652,1
282,285,283.500000,0.989474,0.994709,1
285,299,292.000000,0.953177,0.976027,1
299,318,308.500000,0.940252,0.969206,1
318,305,311.500000,1.042623,1.020867,1
305,213,259.000000,1.431925,1.177606,1
213,375,294.000000,0.568000,0.724490,-1
375,287,331.000000,1.306620,1.132931,1
287,295,291.000000,0.972881,0.986254,1
